energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,trackID,artistGenres,artistPopularity,artist,trackName,trackPopularity,wrapped
0.358,0.11,99.373,0.033,0.474,0.00345,4,0.329,10,278360,-10.956,0.232,1,audio_features,spotify:track:5zGPITTmaPqluxoPFYRsOY,5zGPITTmaPqluxoPFYRsOY,"['art pop', 'pop']",89,Lana Del Rey,Love,6,1.0
0.51,0.292,144.543,0.0352,0.476,0.0,4,0.518,0,153880,-8.057,0.651,0,audio_features,spotify:track:4GDmAT5ZZyHdBo32UYDIvM,4GDmAT5ZZyHdBo32UYDIvM,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",66,Soft Cell,Tainted Love,54,0.0
0.0307,0.0984,136.716,0.04,0.951,0.0,4,0.406,0,173500,-17.636,0.245,1,audio_features,spotify:track:0Rm2G83ELwkuEgpHlJcBPn,0Rm2G83ELwkuEgpHlJcBPn,['idol'],68,Haley Reinhart,Can't Help Falling in Love,22,0.0
0.352,0.092,71.929,0.0313,0.73,2.94e-05,4,0.485,9,194013,-6.53,0.118,1,audio_features,spotify:track:5TBEr7fXO6cjnOHG3RQENk,5TBEr7fXO6cjnOHG3RQENk,"['indie folk', 'indiecoustica', 'new americana']",55,Ira Wolf,Waves,48,0.0
0.521,0.127,123.118,0.0612,0.0707,0.00552,4,0.721,2,261413,-8.123,0.942,1,audio_features,spotify:track:1i6N76fftMZhijOzFQ5ZtL,1i6N76fftMZhijOzFQ5ZtL,"['art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",73,Talking Heads,Psycho Killer - 2005 Remaster,74,0.0
0.798,0.176,84.696,0.124,0.00033,0.692,4,0.32,10,209040,-7.078,0.74,0,audio_features,spotify:track:38wCbVfMreML5ZhF5iQuKA,38wCbVfMreML5ZhF5iQuKA,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,Disorder - 2007 Remaster,69,1.0
0.599,0.122,124.492,0.0321,1.9e-05,0.897,4,0.317,9,287573,-8.434,0.113,1,audio_features,spotify:track:5MtnbY0fACKCYyMAsSPmSf,5MtnbY0fACKCYyMAsSPmSf,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,Day of the Lords - 2007 Remaster,54,0.0
0.27,0.0943,134.819,0.0363,0.0117,0.757,4,0.586,11,187880,-13.168,0.227,0,audio_features,spotify:track:1EVNonxYblRjEkhecLhd3W,1EVNonxYblRjEkhecLhd3W,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,Candidate - 2007 Remaster,51,0.0
0.476,0.522,131.22,0.0348,0.0211,0.805,4,0.636,2,266280,-12.582,0.164,1,audio_features,spotify:track:3fKwZ4VianLX1c7XsaUlUw,3fKwZ4VianLX1c7XsaUlUw,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,Insight - 2007 Remaster,49,0.0
0.525,0.251,78.339,0.035,0.00236,0.769,4,0.387,2,291706,-9.634,0.258,1,audio_features,spotify:track:5kDqGHyvDEvHgMRjQImFNq,5kDqGHyvDEvHgMRjQImFNq,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,New Dawn Fades - 2007 Remaster,55,0.0
0.846,0.0766,144.246,0.0528,0.0157,0.0287,4,0.485,11,237013,-7.63,0.743,0,audio_features,spotify:track:49G0Rj1qpt75vdgiOo8QAE,49G0Rj1qpt75vdgiOo8QAE,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,She's Lost Control - 2007 Remaster,62,0.0
0.756,0.124,145.443,0.0565,0.000997,0.761,4,0.433,9,233720,-7.855,0.117,1,audio_features,spotify:track:79CfK2gMGf0svanec6LJOj,79CfK2gMGf0svanec6LJOj,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,Shadowplay - 2007 Remaster,60,0.0
0.651,0.194,120.023,0.0337,0.00144,0.893,4,0.584,0,160173,-8.609,0.492,1,audio_features,spotify:track:6e41IOBVp1OZltjQAWQxOH,6e41IOBVp1OZltjQAWQxOH,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,Wilderness - 2007 Remaster,47,0.0
0.783,0.225,156.337,0.0419,0.000126,0.582,4,0.478,9,137653,-7.346,0.746,1,audio_features,spotify:track:1uEBiGPoSXyrIb37qNXKEc,1uEBiGPoSXyrIb37qNXKEc,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,Interzone - 2007 Remaster,49,0.0
0.421,0.114,144.708,0.0346,0.0548,0.707,4,0.398,9,355186,-10.528,0.302,1,audio_features,spotify:track:1T5fan6ZHgj8izJaHOkXlX,1T5fan6ZHgj8izJaHOkXlX,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,I Remember Nothing - 2007 Remaster,46,0.0
0.552,0.0591,121.361,0.0423,8.02e-05,0.616,4,0.341,8,182493,-10.503,0.486,1,audio_features,spotify:track:1LwP9g1Hjbs64jXM2Qsxry,1LwP9g1Hjbs64jXM2Qsxry,"['alternative rock', 'art rock', 'dance rock', 'dream pop', 'garage rock', 'lo-fi', 'new wave', 'noise pop', 'nu gaze', 'post-punk', 'punk', 'rock', 'scottish indie', 'shoegaze', 'uk post-punk']",58,The Jesus and Mary Chain,Just Like Honey,64,0.0
0.452,0.689,113.066,0.0307,0.0353,0.00228,4,0.367,10,520787,-10.422,0.189,1,audio_features,spotify:track:54X78diSLoUDI3joC2bjMz,54X78diSLoUDI3joC2bjMz,"['funk', 'funk rock', 'minneapolis sound', 'motown']",77,Prince,Purple Rain,76,1.0
0.57,0.111,160.082,0.0293,0.623,0.00173,4,0.414,5,216292,-9.91,0.149,0,audio_features,spotify:track:5b63jITe2r98wMRgHitoh8,5b63jITe2r98wMRgHitoh8,"['german indie', 'hamburg indie']",31,Kraków Loves Adana,Never Quite Right,13,0.0
0.605,0.124,172.024,0.0562,0.0388,0.755,4,0.455,7,206202,-9.227,0.185,1,audio_features,spotify:track:2fxOqZYg3vCpt8NwzA4hRG,2fxOqZYg3vCpt8NwzA4hRG,[],21,Rodes Rollins,Young & Thriving,20,0.0
0.52,0.0776,115.059,0.0316,0.476,2.94e-06,4,0.635,5,207667,-5.622,0.369,1,audio_features,spotify:track:7cXVd648oUKRqH1YS1GXUO,7cXVd648oUKRqH1YS1GXUO,"['indie electropop', 'vapor soul']",50,Saro,Rampart,36,0.0
0.523,0.149,95.072,0.05,0.331,0.0,4,0.632,9,245193,-8.396,0.286,1,audio_features,spotify:track:2CazBu94sEbgEfmz06wOtD,2CazBu94sEbgEfmz06wOtD,"['indie electropop', 'uae indie']",49,Julian Lamadrid,Understand,0,0.0
0.357,0.124,113.301,0.128,0.675,0.00569,5,0.678,0,197773,-14.712,0.0661,0,audio_features,spotify:track:5eCkuGPZNl4mISFNPgr3Dd,5eCkuGPZNl4mISFNPgr3Dd,['electropop'],66,Marian Hill,Down,64,0.0
0.427,0.0604,113.634,0.0777,0.368,0.0,4,0.683,8,176347,-6.827,0.426,1,audio_features,spotify:track:1sXUWdKx03aP9Gmzft58rt,1sXUWdKx03aP9Gmzft58rt,"['dance pop', 'electropop', 'pop', 'post-teen pop']",86,Julia Michaels,Issues,21,0.0
0.538,0.287,95.508,0.0343,0.229,0.843,4,0.9,7,173693,-7.879,0.713,1,audio_features,spotify:track:4j4pPKE3xAblPIbhxScC1j,4j4pPKE3xAblPIbhxScC1j,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop']",63,STRFKR,Rawnald Gregory Erickson the Second,64,0.0
0.701,0.32,120.005,0.0414,0.035,0.00228,4,0.757,6,187853,-6.054,0.739,1,audio_features,spotify:track:4Xmi5NF1gh6ACPO5fX9HbQ,4Xmi5NF1gh6ACPO5fX9HbQ,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop']",63,STRFKR,Girls Just Want to Have Fun,50,1.0
0.756,0.152,129.988,0.0322,0.00549,0.599,4,0.67,0,232947,-4.299,0.402,0,audio_features,spotify:track:0xxm1WskKZSCvbkGjkSMr2,0xxm1WskKZSCvbkGjkSMr2,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop']",63,STRFKR,Open Your Eyes,61,0.0
0.415,0.103,89.997,0.0594,0.288,0.534,4,0.74,0,168000,-11.429,0.153,1,audio_features,spotify:track:17txou7v6Jxrwm4SGBKdBu,17txou7v6Jxrwm4SGBKdBu,"['indie poptimism', 'modern rock']",76,Two Feet,Her Life,6,1.0
0.52,0.0797,108.991,0.0265,0.391,0.0,4,0.715,9,188411,-6.933,0.769,1,audio_features,spotify:track:6WkUf2gOjccjhJOvFeHx57,6WkUf2gOjccjhJOvFeHx57,['deep euro house'],52,Sorcha Richardson,Ruin Your Night,8,0.0
0.356,0.148,125.41,0.0777,0.792,0.0,4,0.424,6,209537,-8.374,0.0738,1,audio_features,spotify:track:5JTAGruCIDyRLhKLwFkTnS,5JTAGruCIDyRLhKLwFkTnS,"['electropop', 'indie poptimism', 'vapor soul']",61,Michl,Die Trying,66,0.0
0.548,0.103,80.006,0.0341,0.115,0.188,3,0.515,6,234520,-7.099,0.182,1,audio_features,spotify:track:2clWLotyEh6LhBzExK1sKh,2clWLotyEh6LhBzExK1sKh,[],15,Max Future,Till You Let Go,22,0.0
0.193,0.117,92.45,0.0267,0.898,0.0116,4,0.55,7,208105,-11.616,0.221,1,audio_features,spotify:track:0f7dMajOqhBYk8MCDoZEUF,0f7dMajOqhBYk8MCDoZEUF,[],39,Suki Waterhouse,Brutally,44,0.0
0.0809,0.0826,70.239,0.0313,0.888,2.35e-05,4,0.367,2,244904,-19.351,0.204,1,audio_features,spotify:track:4YpXh79QlhOJkY6xo1nptr,4YpXh79QlhOJkY6xo1nptr,"['alternative r&b', 'indie r&b']",66,Gallant,Blue Bucket Of Gold (feat. Sufjan Stevens),0,0.0
0.341,0.359,105.513,0.0418,0.499,0.903,3,0.701,1,151507,-12.26,0.163,0,audio_features,spotify:track:4gmhjAsvL6c7se2PBh7dHw,4gmhjAsvL6c7se2PBh7dHw,"['compositional ambient', 'focus', 'soundtrack']",77,Max Richter,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",50,1.0
0.067,0.107,179.28,0.0436,0.989,0.929,4,0.418,9,203811,-24.615,0.259,1,audio_features,spotify:track:6fm2m0DOnHp5tB4gB2cVRY,6fm2m0DOnHp5tB4gB2cVRY,['classify'],0,Boyce George Smith,Cheap Thrills,0,0.0
0.211,0.57,68.063,0.0318,0.958,0.00174,5,0.262,9,174148,-11.642,0.164,1,audio_features,spotify:track:4y9dm5Rzr3tjJArZUkBl8r,4y9dm5Rzr3tjJArZUkBl8r,[],5,Magik*Magik,Laugh a Lot,7,0.0
0.787,0.531,175.919,0.0429,0.00177,0.00446,4,0.363,7,279293,-5.071,0.201,1,audio_features,spotify:track:03wKMRNYVvw6s9nm4I4jUS,03wKMRNYVvw6s9nm4I4jUS,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'noise pop', 'stomp and holler']",62,TV On The Radio,Wolf Like Me,62,0.0
0.304,0.0969,73.33,0.0736,0.345,0.0231,4,0.602,2,240760,-9.948,0.156,0,audio_features,spotify:track:6J6FXmYrMxg93mBxkugUlI,6J6FXmYrMxg93mBxkugUlI,"['abstract hip hop', 'chamber pop']",59,Son Lux,Easy,61,0.0
0.593,0.183,124.014,0.0259,0.102,0.32,4,0.607,7,354603,-9.291,0.207,1,audio_features,spotify:track:2U5rN7uL5771qyOwErJCY8,2U5rN7uL5771qyOwErJCY8,"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'new rave']",70,The Chemical Brothers,Wide Open,49,1.0
0.845,0.0922,158.965,0.0345,0.0014,0.359,4,0.522,0,249706,-1.828,0.728,1,audio_features,spotify:track:0BxwLWELYVGKqzUGXJNmT7,0BxwLWELYVGKqzUGXJNmT7,"['abstract hip hop', 'escape room', 'ninja', 'scottish hip hop']",53,Young Fathers,Shame,49,1.0
0.288,0.118,139.979,0.0312,0.79,0.887,4,0.478,0,332382,-15.287,0.0392,1,audio_features,spotify:track:52WQO1jYTvmAz7ZajKam8y,52WQO1jYTvmAz7ZajKam8y,[],53,Nuages,Dreams,0,0.0
0.298,0.129,149.917,0.0281,0.875,0.0086,4,0.608,1,269467,-8.889,0.0401,0,audio_features,spotify:track:7nmEQmD5IEtVC2srvNEc32,7nmEQmD5IEtVC2srvNEc32,"['dark wave', 'ebm', 'electro-industrial', 'ethereal wave', 'german alternative rock', 'neoclassical', 'neue deutsche harte', 'neue deutsche todeskunst']",43,Diary Of Dreams,She and Her Darkness,42,0.0
0.801,0.13,103.718,0.0266,0.0683,0.135,4,0.63,0,212842,-6.434,0.317,0,audio_features,spotify:track:03wqvxOYgomDNUWTzesadS,03wqvxOYgomDNUWTzesadS,[],50,Concorde,Sons,52,0.0
0.496,0.414,55.766,0.035,0.0168,0.669,4,0.399,11,172473,-7.513,0.091,0,audio_features,spotify:track:3UREFGGERX9j7K3sGuiUEz,3UREFGGERX9j7K3sGuiUEz,"['glitch hop', 'wave', 'wonky']",58,Lorn,Acid Rain,0,0.0
0.246,0.084,133.805,0.0329,0.872,0.905,4,0.38,7,234400,-13.955,0.0573,0,audio_features,spotify:track:62Da3JOu9H9EIgmqV7DoLG,62Da3JOu9H9EIgmqV7DoLG,"['british soundtrack', 'compositional ambient', 'epicore', 'scorecore', 'soundtrack', 'video game music']",58,Clint Mansell,Lux Aeterna,54,1.0
0.0176,0.0912,76.384,0.052,0.994,0.928,4,0.483,7,301733,-25.501,0.2,0,audio_features,spotify:track:2pr6us08iPNzIex5q6fMvI,2pr6us08iPNzIex5q6fMvI,"['british soundtrack', 'compositional ambient', 'epicore', 'scorecore', 'soundtrack', 'video game music']",58,Clint Mansell,Together We Will Live Forever,57,1.0
0.127,0.193,93.212,0.0374,0.994,0.889,3,0.26,7,570933,-24.262,0.156,0,audio_features,spotify:track:4qbSuzwPH7zCccF2RSaIeq,4qbSuzwPH7zCccF2RSaIeq,"['american contemporary classical', 'avant-garde', 'compositional ambient', 'contemporary classical', 'drone', 'experimental', 'fourth world', 'free improvisation', 'free jazz', 'microtonal', 'minimal', 'tzadik']",44,Terry Riley,G Song (arr. Keisuke Nakagoshi for piano 4 hands),38,0.0
0.776,0.305,109.993,0.0276,0.086,2.61e-06,4,0.585,7,219933,-3.901,0.656,1,audio_features,spotify:track:0UwnJo950rdPzqTKVRwoWj,0UwnJo950rdPzqTKVRwoWj,[],24,Paul Shaffer And The World's Most Dangerous Band,Sorrow (feat. Jenny Lewis),4,0.0
0.465,0.396,118.008,0.0568,0.0404,0.0544,4,0.668,11,222839,-12.916,0.323,1,audio_features,spotify:track:2UwKFhUl5fFw3WrT5H0wNP,2UwKFhUl5fFw3WrT5H0wNP,['chill beats'],49,Gnarly Gibbs,I Need My Girl,50,0.0
0.568,0.108,136.173,0.142,0.0541,0.0,4,0.795,5,198944,-7.817,0.478,0,audio_features,spotify:track:0B8QzDH7YWih85V5SEMnyJ,0B8QzDH7YWih85V5SEMnyJ,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",90,Lil Uzi Vert,Money Longer,78,0.0
0.359,0.12,81.987,0.461,0.069,0.0,4,0.843,0,163944,-7.417,0.156,1,audio_features,spotify:track:2ANLarE8yHVsLWW21nj79M,2ANLarE8yHVsLWW21nj79M,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",90,Lil Uzi Vert,You Was Right,74,0.0
0.68,0.275,122.772,0.041,0.0168,0.0155,4,0.757,8,281493,-8.988,0.249,0,audio_features,spotify:track:1Th5b8AsauED9F7pGv8Yxi,1Th5b8AsauED9F7pGv8Yxi,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'tropical house']",78,Loud Luxury,Fill Me In - AFTR:HRS Mixcut,2,0.0
0.086,0.108,90.223,0.0373,0.932,0.912,4,0.13,10,391160,-21.92,0.0375,1,audio_features,spotify:track:3Sy6wgTNEp6vSgLs4EyXAf,3Sy6wgTNEp6vSgLs4EyXAf,"['bow pop', 'compositional ambient', 'focus', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']",65,Jóhann Jóhannsson,Flight From The City,59,1.0
0.347,0.11,86.242,0.041,0.129,0.879,3,0.144,10,371747,-12.662,0.0332,0,audio_features,spotify:track:7HvhQfQDlYCB4n73r4duw2,7HvhQfQDlYCB4n73r4duw2,"['compositional ambient', 'focus', 'soundtrack']",77,Max Richter,On The Nature Of Daylight,33,0.0
0.661,0.116,127.081,0.27,0.0633,0.0,4,0.897,8,334467,-6.2,0.193,0,audio_features,spotify:track:1FvU97lrWOG2NRxErh6OZz,1FvU97lrWOG2NRxErh6OZz,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",86,Migos,Bad and Boujee (feat. Lil Uzi Vert),62,1.0
0.709,0.21,119.982,0.0465,0.00224,0.00224,4,0.774,8,250000,-6.166,0.565,1,audio_features,spotify:track:33B2QbtAj8mbDpwvGTOnBt,33B2QbtAj8mbDpwvGTOnBt,"['downtempo', 'dream pop', 'indietronica']",74,The xx,Dangerous,58,0.0
0.721,0.231,130.08,0.0304,0.296,6.41e-05,4,0.627,0,238373,-7.782,0.383,0,audio_features,spotify:track:728zbo72kOoYdGR3AhNsyF,728zbo72kOoYdGR3AhNsyF,"['downtempo', 'dream pop', 'indietronica']",74,The xx,Say Something Loving,60,0.0
0.669,0.109,125.051,0.0348,0.0522,0.192,4,0.723,0,224133,-6.784,0.35,1,audio_features,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB,5CPqOpKSk0QcJ3dGdaWcRB,"['downtempo', 'dream pop', 'indietronica']",74,The xx,On Hold,67,1.0
0.543,0.107,126.001,0.0398,0.623,0.0706,4,0.752,1,233280,-9.483,0.282,1,audio_features,spotify:track:044qU7kwVZaDwzWnRsmVVL,044qU7kwVZaDwzWnRsmVVL,"['downtempo', 'dream pop', 'indietronica']",74,The xx,I Dare You,65,1.0
0.64,0.147,136.072,0.0525,0.195,0.0,4,0.626,8,248493,-5.133,0.516,0,audio_features,spotify:track:5n6PtOoeGzBeKFDeGNozLd,5n6PtOoeGzBeKFDeGNozLd,"['dance pop', 'downtempo', 'edm', 'electronic trap', 'electropop', 'pop', 'post-teen pop', 'shiver pop']",67,Cashmere Cat,Throw Myself A Party,44,0.0
0.17,0.0819,79.741,0.0314,0.969,0.822,4,0.232,2,314440,-19.396,0.0693,1,audio_features,spotify:track:57lPerHiLsjMX8NSnGZNPW,57lPerHiLsjMX8NSnGZNPW,"['ambient', 'compositional ambient', 'dark jazz', 'drift', 'drone', 'experimental ambient', 'fourth world', 'new isolationism', 'nu age', 'sound art', 'warm drone']",40,Rafael Anton Irisarri,Moments Descend On My Windowpane,8,0.0
0.198,0.104,128.998,0.0344,0.976,0.00191,4,0.619,10,218160,-13.808,0.179,1,audio_features,spotify:track:528cn9VuUcjioySL0258gV,528cn9VuUcjioySL0258gV,"['alternative r&b', 'indie r&b', 'indie soul']",67,Sampha,(No One Knows Me) Like the Piano,13,0.0
0.0616,0.101,137.497,0.0423,0.971,0.887,3,0.216,9,571387,-18.73,0.039,0,audio_features,spotify:track:5NgKY6CE3xFSPFAcOcJRhQ,5NgKY6CE3xFSPFAcOcJRhQ,"['ambient', 'compositional ambient', 'drone', 'focus', 'neo-classical', 'warm drone']",47,Library Tapes,Alone In The Bright Lights Of A Shattered Life,0,1.0
0.448,0.369,69.236,0.0828,0.753,0.901,3,0.25,9,310187,-19.01,0.141,0,audio_features,spotify:track:29igFiaetfKqAzZh3VYg9A,29igFiaetfKqAzZh3VYg9A,"['ambient', 'compositional ambient', 'drone', 'focus', 'neo-classical', 'warm drone']",47,Library Tapes,In A Safe Place... Somewhere Near Your Heart,0,1.0
0.0939,0.0903,84.241,0.0402,0.984,0.826,4,0.417,6,219550,-20.98,0.0384,1,audio_features,spotify:track:36Fdc6pZ05Y8kN5RZhMtYe,36Fdc6pZ05Y8kN5RZhMtYe,"['chamber pop', 'compositional ambient', 'drone', 'focus', 'neo-classical']",58,Peter Broderick,Eyes Closed And Traveling,13,1.0
0.183,0.184,147.209,0.0371,0.899,0.861,3,0.128,9,111253,-16.082,0.0298,0,audio_features,spotify:track:2RluygGfiWMmFwVmzMxiYk,2RluygGfiWMmFwVmzMxiYk,"['ambient', 'compositional ambient', 'drone', 'focus']",45,Sylvain Chauveau,Pauvre Simon,52,1.0
0.117,0.111,125.288,0.0511,0.992,0.909,3,0.373,10,99867,-25.222,0.189,0,audio_features,spotify:track:02xmGU9unopKjpblPRC67j,02xmGU9unopKjpblPRC67j,"['compositional ambient', 'focus', 'soundtrack']",77,Max Richter,Written on the Sky,57,0.0
0.152,0.112,116.622,0.0452,0.915,0.932,1,0.207,6,317000,-16.325,0.0396,1,audio_features,spotify:track:2v1SM6sOpcpZrCBS6JJAgz,2v1SM6sOpcpZrCBS6JJAgz,"['compositional ambient', 'focus', 'soundtrack']",77,Max Richter,Three Worlds: Music From Woolf Works / Mrs Dalloway: In The Garden,0,0.0
0.549,0.114,80.079,0.0306,0.149,0.082,4,0.543,0,205893,-6.497,0.404,1,audio_features,spotify:track:41oqThgUF4yiNz77TazXtl,41oqThgUF4yiNz77TazXtl,"['indie folk', 'indie pop', 'indie poptimism']",53,Sjowgren,Now & Then,55,0.0
0.592,0.141,56.444,0.0516,0.217,0.0,4,0.34,0,220013,-5.857,0.2,0,audio_features,spotify:track:6Or1uTED3HcJ9s8ZKxydW9,6Or1uTED3HcJ9s8ZKxydW9,"['canadian electropop', 'etherpop', 'vapor pop']",29,Lydia Ainsworth,The Road,0,0.0
0.402,0.0817,100.693,0.0303,0.224,0.0755,4,0.411,2,224279,-12.078,0.0609,1,audio_features,spotify:track:2uVF1mSrNKWbruiVEBvhhv,2uVF1mSrNKWbruiVEBvhhv,"['electropop', 'new french touch', 'vapor soul']",62,Emmit Fenn,Blinded,49,1.0
0.76,0.668,123.089,0.0317,0.00563,0.0,4,0.639,0,189493,-5.402,0.877,1,audio_features,spotify:track:2d8ZliBnpT7WfOgvvCiAHN,2d8ZliBnpT7WfOgvvCiAHN,"['albuquerque indie', 'alternative rock', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'stomp and holler']",69,The Shins,Name For You,43,0.0
0.83,0.167,142.592,0.0316,0.109,0.701,4,0.541,9,177987,-6.246,0.711,1,audio_features,spotify:track:07CyrZF9eVd02zzIse7tZA,07CyrZF9eVd02zzIse7tZA,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']",78,The Cure,In Between Days - 2006 Remaster,55,1.0
0.192,0.119,116.542,0.064,0.976,0.928,3,0.476,9,98040,-15.753,0.114,1,audio_features,spotify:track:1Vk4yRsz0iBzDiZEoFMQyv,1Vk4yRsz0iBzDiZEoFMQyv,"['hollywood', 'movie tunes']",67,Justin Hurwitz,Mia & Sebastian’s Theme,64,0.0
0.0662,0.113,80.364,0.0401,0.991,0.909,3,0.398,3,87213,-22.609,0.326,1,audio_features,spotify:track:2bonbKENtFAQQh8U4UEAu5,2bonbKENtFAQQh8U4UEAu5,"['hollywood', 'movie tunes']",67,Justin Hurwitz,Engagement Party,60,0.0
0.742,0.653,125.819,0.0528,0.0162,3.98e-06,4,0.588,8,228173,-6.757,0.824,1,audio_features,spotify:track:5kRBzRZmZTXVg8okC7SJFZ,5kRBzRZmZTXVg8okC7SJFZ,[],56,La La Land Cast,Another Day Of Sun,69,0.0
0.538,0.192,127.948,0.17,0.0906,8.98e-06,4,0.616,0,259613,-9.165,0.278,0,audio_features,spotify:track:39ncDMVidHOeQgeC5anYZM,39ncDMVidHOeQgeC5anYZM,['hollywood'],64,Emma Stone,Someone In The Crowd,65,0.0
0.593,0.214,123.678,0.052,0.0634,0.889,4,0.588,8,111613,-9.448,0.668,1,audio_features,spotify:track:4f6PUDRYJI51UrZy0jDAxD,4f6PUDRYJI51UrZy0jDAxD,"['hollywood', 'movie tunes']",67,Justin Hurwitz,Herman’s Habit,57,0.0
0.0809,0.0935,98.379,0.0523,0.954,0.0233,4,0.585,6,111240,-19.346,0.204,0,audio_features,spotify:track:5BMwpS4iYKR30kq9U9beaT,5BMwpS4iYKR30kq9U9beaT,['hollywood'],62,Ryan Gosling,City Of Stars,65,0.0
0.142,0.548,128.841,0.0379,0.92,0.733,4,0.248,7,257280,-15.443,0.0439,1,audio_features,spotify:track:70RecAVg5QudOXfJs64sM5,70RecAVg5QudOXfJs64sM5,"['hollywood', 'movie tunes']",67,Justin Hurwitz,Planetarium,58,0.0
0.502,0.264,107.719,0.0277,0.113,0.797,4,0.596,7,124640,-6.783,0.653,1,audio_features,spotify:track:4S3DXtdTdgOIezKgu8DR0M,4S3DXtdTdgOIezKgu8DR0M,"['hollywood', 'movie tunes']",67,Justin Hurwitz,Summer Montage / Madeline,56,0.0
0.116,0.0889,111.787,0.0379,0.899,1.93e-06,4,0.492,2,149707,-15.15,0.434,0,audio_features,spotify:track:6XQHlsNu6so4PdglFkJQRJ,6XQHlsNu6so4PdglFkJQRJ,['hollywood'],62,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",67,0.0
0.832,0.766,101.989,0.0535,0.0652,0.0,4,0.532,10,192093,-6.047,0.314,0,audio_features,spotify:track:7cyKrN1y4q59bc1gJX3QEG,7cyKrN1y4q59bc1gJX3QEG,"['neo mellow', 'neo soul', 'pop', 'r&b', 'urban contemporary']",85,John Legend,Start A Fire,61,0.0
0.157,0.351,57.86,0.0457,0.756,0.0,4,0.344,5,228267,-11.773,0.313,1,audio_features,spotify:track:6j0wBBAP3hMe4t1Ymj7GIe,6j0wBBAP3hMe4t1Ymj7GIe,['hollywood'],64,Emma Stone,Audition (The Fools Who Dream),61,1.0
0.27,0.516,127.15,0.0438,0.661,0.829,4,0.408,7,459467,-11.568,0.14,1,audio_features,spotify:track:762K1h8yVV5IgAVuEMpqfZ,762K1h8yVV5IgAVuEMpqfZ,"['hollywood', 'movie tunes']",67,Justin Hurwitz,Epilogue,60,0.0
0.0465,0.0493,89.818,0.0401,0.923,0.992,1,0.176,0,46267,-14.545,0.216,1,audio_features,spotify:track:7gXjNlZlfP1GXRH1WvyuE2,7gXjNlZlfP1GXRH1WvyuE2,"['hollywood', 'movie tunes']",67,Justin Hurwitz,The End,54,0.0
0.763,0.077,128.433,0.0535,0.182,0.0065,4,0.776,5,280000,-8.124,0.82,1,audio_features,spotify:track:0qxYx4F3vm1AOnfux6dDxP,0qxYx4F3vm1AOnfux6dDxP,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",74,Paul Simon,You Can Call Me Al,76,0.0
